country,year,happy,trust,authority,petition,god,homosex,abortion,proud,postmat,autonomy
ARG,1995,-0.1977806785631953,-0.3051273400681301,0.3424769065994179,0.200027455527818,0.3201019044991754,0.0970179869278417,-0.1537401884394366,0.1150223368295712,0.9208373763429288,-0.19122810803073
ARG,2012,0.1945623316227873,-0.4238000077790111,0.123025496715117,-0.1983546760479251,0.0317933161891379,0.9698701334114784,0.1247638971639895,-0.034763184391355,0.252298196697108,-0.0372026536657251
ARG,2020,0.2381821413846425,-0.4025745951649885,0.3924728563772698,-0.0852605452980226,0.0173932976062709,0.9212767467094688,0.0078807357822751,0.2185451696329539,-0.4408503205296283,-0.3142704985354628
ARM,1995,-2.59430871692278,-0.1577054757524363,0.3558868877718532,-0.1110925961453496,-0.2828874016672264,-0.8459677527252534,0.8296690140023433,-0.6728152986572833,-0.9490282338211662,0.7411472331702821
ARM,2012,-0.1442062040307679,-0.817647138231377,-0.0141920493102931,-1.04739350953369,0.5178476458240957,-1.3179783595512955,-0.716849514271535,0.8507186008883956,-1.2375156494423285,-0.3312122941926065
ARM,2020,1.0501966881657034,-0.9589221437683252,0.7841174291290287,-0.6571305892173628,0.8572129041977209,-1.1804790153439662,-0.6821442170758393,1.145840297552541,-1.0096815151628864,-0.3533198057842962
AUS,1995,0.7780720273437346,1.0801960545974847,0.3803764879453567,2.04918332335147,-0.7848764360249842,0.7470999772968856,1.3552130657841897,0.7837564679048977,2.0150156372354933,0.5926843956402041
AUS,2012,0.5735110379094804,1.5753544894237916,0.2998296349081009,1.906450323721708,-1.2075592134914972,1.6891627291381832,1.820261846410024,0.7227786285852458,-0.8479263872942471,1.1006843215274356
AUS,2020,0.0250726398169066,1.4651789224259115,0.0760830435113725,2.011918787624692,-1.479640701773171,1.9010971017098737,2.3561361114768595,0.165719265704103,1.3330669157144144,0.8779229558120185
BRA,1995,-0.3656725526058041,-1.0763299935247357,0.8094997136873803,1.1331716715510394,1.0553630805714926,-0.2135524573076546,-0.7578764068459931,-0.211734235897556,-0.1552837442142039,-1.167953931337085
BRA,2012,0.6386753604178996,-0.9833056022491988,0.7031329829702998,0.9177293312880738,1.071478130581962,0.4592883913699295,-0.8401719498688245,-1.0586682932935705,0.045952945123127,-0.9355889723840972
BRA,2020,0.1547344584420796,-1.0806216364554513,0.6133014699519437,1.0777784149218237,0.8672591523890756,0.6899826536715485,-0.6454189688849359,-1.8980934268774072,0.1881093946639367,-0.7856518526041539
CHL,1995,-0.2218470062284622,-0.2759057156714313,0.3803282633575078,-0.2827483392324602,0.6387592312728041,-0.1035263201467745,-0.8255204610872464,0.242047512387255,0.493206425388378,-0.6181253863524471
CHL,2012,-0.2438213145561413,-0.6248729197437507,0.2201832798410836,-0.2346480008218728,0.4005912685031788,0.9721719865201812,-0.2303435178581901,-0.0144485047658793,0.8970853433215381,0.3304395115483136
CHL,2020,-0.0906182748328153,-0.7660606396816693,0.2639369912576461,-0.4210544379324158,-0.4052159354270711,0.7272763273393589,0.1694399936617192,-1.022496072046981,0.3430593764548862,-0.0278981129171821
CHN,1995,-0.5436513973776279,1.65969079347822,0.1313714033928037,-0.2492075331377191,-1.928606620008252,-1.106793097244244,-1.014059863507656,-0.9796010376535704,-0.806654085501606,1.3431473578476467
CHN,2012,-0.554472639740172,2.3690390008870934,-0.3737532764952115,-0.6669960790502635,-1.9675196206348344,-0.7851726246615454,-0.4319132413423462,-0.7199094782716224,-1.8528418687367385,1.3967802140371064
CHN,2020,-0.0269020116876658,2.2168667550369325,-0.0287490025698611,-0.5065880331991137,-2.3030367707216457,-0.7331663953236326,-0.713546536586023,-0.2319659355271925,-1.2944007243079232,1.4139423302810774
COL,1995,0.9730457822554864,-0.657227441281904,1.2288013894263423,0.0063592377586536,1.1143694719005903,0.0126687290917824,-0.991603974639148,1.4591326272915237,1.0549086419907825,-1.2570777922688612
COL,2012,1.5161602643438616,-1.1834699117035203,0.9513280174117892,0.0927097878454697,1.0909809311989285,-0.1531600924005213,-1.0391623542340231,1.118642917979933,1.2394685738822746,-1.4643359603765214
COL,2020,1.4297584065077535,-1.1657238013250717,1.0059854612661467,0.2528496974722912,0.935891304766946,0.1860502490872539,-0.7204112150257581,0.98594410979115,0.8804353312243227,-1.1745158560324995
CYP,1995,0.3010962909955027,-0.8574852949824107,0.6286259027404801,0.2499361061897324,0.6123411824424922,0.0931200949928854,0.3565036834667026,-0.0559521293045982,-0.3274395093320646,-0.2480910400623924
CYP,2012,-0.5042621898662321,-0.984720704439075,0.2176722149504056,0.1253793541801365,0.6062443066279666,0.0621972774511114,0.1472005867538593,-0.1146615647929689,-0.7435715488888075,-0.1216679484416827
CYP,2020,-0.5993398832156827,-1.1905568100418722,-0.5130713916614951,-0.2283934894242776,0.5018368570730359,0.2193581205836547,-0.3565158488386488,0.4470388892600133,-0.1967746698028762,-0.8061971403437279
DEU,1995,-0.6630338405972357,0.5810483004043181,-1.049016883673376,1.3910982501517857,-1.5058169860675208,1.4312242404556317,1.4298587493804784,-2.0898072392815457,1.5548948890498702,1.469089783777631
DEU,2012,-0.3604920686708577,1.1887226335309586,-0.0236629387570186,0.9156619681784988,-1.130456243156438,1.1983125334003248,0.8630516039027956,-1.2371603168655525,1.4075824249990876,1.8265737551469727
DEU,2020,0.0074942358157366,1.2193498059345154,-0.396787975383167,1.8127183729561869,-1.3462582418403073,2.169611664163274,1.562935705907302,-1.1106007021169166,2.8979235753166823,1.2805414649723084
JOR,1995,-0.4875880961123422,0.2318807313708907,1.2107437047502394,-1.382294063569658,1.2453660120368473,-1.3731162774494878,-1.443381416861322,0.806743756165718,-0.9800464638113926,-1.7936738952471818
JOR,2012,-0.5975313572847545,-0.7054611762581381,1.0504647202229975,-1.394192995751661,1.1500077057873306,-1.2429860475984416,-1.032383760222853,1.2856812307143328,-1.8765493123435313,-1.4451920793500814
JOR,2020,-0.3168462521258798,-0.4878051809445459,1.0473964908251392,-1.195761174208914,1.0747129017182635,-1.2831159093793267,-1.0645760178277783,1.449395823131264,-0.8475954845299245,-1.7347888770114377
JPN,1995,-0.1651382210306515,1.1341841522842246,-2.9771222996826805,1.4724723636418025,-1.279155201250311,-0.0698464463910206,0.6580076301715575,-1.6906481848259796,0.1448978648898584,1.742329369157978
JPN,2012,0.2954161120606224,1.0195773713848597,-3.3567873822067846,0.804566373465511,-1.3286963627287227,0.7478749375052463,1.0313805366782962,-1.3409848183293198,0.3225131040219583,2.062752233979537
