"state","year","state_fips","ranney1_sen_dem_prop","ranney2_hs_dem_prop","dempid_est","reppid_est","dempid_se","reppid_se","policysociallib_est","policyeconlib_est","masssociallib_est","masseconlib_est","policysociallib_se","policyeconlib_se","masssociallib_se","masseconlib_se","dem_prez_vote","rep_prez_vote"
"Texas",2001,48,0.483871,0.52,0.328980360363083,0.35534474751506,0.0053792198591421,0.00586377925594,-0.383097110205536,-0.929091240908169,0.252070921974117,-0.175768885930883,0.35314218918701,0.362945432007696,0.186983412466963,0.144548068311853,38,59.3
"Texas",2002,48,0.3870968,0.4133333,0.323566797966015,0.364728294793911,0.0057236695358399,0.0062404901209043,-0.258203561590602,-1.08653294941129,0.292799874883964,-0.332331719111057,0.312145638332996,0.396893843792825,0.160124815835925,0.130792553852785,38,59.3
"Texas",2003,48,0.3870968,0.4133333,0.322133023205694,0.366099895320387,0.0051852124617331,0.0058402875190874,-0.4038003521349,-1.13686772354901,0.202966552909539,-0.0097641787374288,0.354359143484819,0.415239152522448,0.133113980851818,0.137366716057344,38,59.3
"Texas",2004,48,0.3870968,0.42,0.319244947909022,0.37071893894666,0.0046209671549944,0.0048638280956261,-0.350671521139663,-1.18100061776486,0.168223072086987,-0.202394677394755,0.347631996278363,0.406822655814158,0.103795224824985,0.111280634511262,38.2,61.1
"Texas",2005,48,0.3870968,0.42,0.317913810217113,0.358852070970308,0.0050962123023549,0.0055825801713775,-0.428455263753995,-1.30710405482613,0.251777672974716,-0.254096328081459,0.362405460751791,0.39781802820957,0.105800121452822,0.104907061633835,38.2,61.1
"Texas",2006,48,0.3548387,0.46,0.322301950233366,0.342693622614729,0.0045152210908077,0.004848842013242,-0.422922046361271,-1.4374096059378,0.397843052255828,-0.174047751613684,0.35224539054247,0.421515733044481,0.108696714889974,0.0906129606657276,38.2,61.1
"Texas",2007,48,0.3548387,0.46,0.32640058502169,0.33246985642699,0.004636672587233,0.0049191352302614,-0.622016594945209,-1.01181144131662,0.426159426071788,-0.11486758598852,0.338802523523292,0.383396246477597,0.11749377561618,0.0954426244214784,38.2,61.1
"Texas",2008,48,0.3870968,0.4933333,0.336176509172633,0.332463341554025,0.0045149851890466,0.004636521977161,-0.659897024096154,-1.05113253383858,0.469277146416626,-0.197892307252733,0.360461706676083,0.385949875073732,0.118474892876549,0.0834058512508184,43.6,55.4
"Texas",2009,48,0.3870968,0.4933333,0.329203925704102,0.328724050834263,0.0043794329773316,0.0048231063291292,-0.672738013730778,-1.08472091643285,0.21824214508449,-0.342610649441264,0.351617757563809,0.367269261364055,0.143282143796099,0.0798594665529228,43.6,55.4
"Texas",2010,48,0.3870968,0.3266667,0.321191375955378,0.337480786132211,0.004490051643869,0.0047693801082413,-0.735784540303157,-1.15243716157132,0.461781538246748,-0.41229289588161,0.344057415313407,0.409155604898817,0.148595739485329,0.085252060632804,43.6,55.4
"Texas",2011,48,0.38709677,0.32666667,0.318018982754585,0.330647844838193,0.0048848840366108,0.0049879933148242,-0.744780559100283,-1.07109702886892,0.578615963781373,-0.408676737117333,0.343844483273394,0.438416299925228,0.165005453812462,0.0851607144424402,43.6,55.4
"Texas",2012,48,0.38709677,0.32666667,0.324063727411615,0.324614027518631,0.0043424585792255,0.0047929810069932,-0.777996015208997,-1.08354483340786,0.65952572741934,-0.427003327739931,0.35837297024974,0.399109469229435,0.158292538175044,0.0896730099217479,41.4,57.1
"Texas",2013,48,0.38709677,0.36666667,0.325988106110535,0.314947015054002,0.0051716915331692,0.0054829647226469,-0.732435584864214,-0.939921509569851,0.820035277176892,-0.492635807588592,0.347968128420542,0.466488254450911,0.18859582956573,0.102538026045954,41.4,57.1
"Texas",2014,48,0.38709677,0.36666667,0.334605209539088,0.312633113910459,0.0054065006340637,0.0052454672074607,-0.754928010774972,-0.902340646449687,0.999872070177598,-0.462940687829681,0.333082784789418,0.457642233326319,0.211798783549408,0.106054224843995,41.4,57.1
"Utah",1946,49,0.5217391,0.35,0.379022766620729,0.327114728980129,0.029576772774056,0.0262537828302953,-0.460841722244893,1.28675335729214,-0.361797302610294,0.110548365620541,0.744304515364321,0.263740926271564,0.161524186595592,0.0895286051286819,NA,NA
"Utah",1947,49,0.5217391,0.35,0.378303099249728,0.327773046076899,0.0281874986688608,0.0252936398771499,-0.52699686181034,1.00428629708367,-0.137874824996024,0.0739337124510533,0.743604600305399,0.280274196540254,0.147460875646519,0.089755345986265,NA,NA
"Utah",1948,49,0.5217391,0.6833333,0.377632438998095,0.327996564093761,0.0258089679468861,0.0242645686440306,-0.448265332600429,1.08983470415245,-0.32364371858015,0.109139273350652,0.705472689560534,0.275411047248263,0.127788489102326,0.0845758745464263,NA,NA
"Utah",1949,49,0.5217391,0.6833333,0.378746352864628,0.327328674956752,0.0239939638645433,0.0229962345966956,-0.549750335487782,0.826825848079822,-0.264677031880843,0.0331659056897571,0.732520573528708,0.29728586205064,0.14340149759083,0.0866055948352485,NA,NA
"Utah",1950,49,0.6956522,0.5,0.377831383249096,0.327498826016137,0.0228971918465115,0.0217010370314749,-0.619761376329148,0.684760154425109,-0.0915205226695488,-0.109574175187372,0.732808544174532,0.294202111396181,0.166263688394324,0.118953315682037,NA,NA
